Year,State,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
2007,KY,5481,21506,27259,27863,29087,28651,28351,26558,29021,30365,32059,30161,27056,21561,16616,12851,10285,7540,6267
2007,LA,6220,23148,29237,30216,32593,33014,30998,25943,27945,30036,32576,31062,26805,20865,15811,12268,10144,7286,5890
2007,MA,7414,29310,38370,41381,46805,45028,41886,39402,45441,49871,51236,46665,40614,32428,22611,18533,16955,14036,13503
2007,MD,7457,28859,35643,38896,41169,37597,37589,34729,40577,44582,45788,41190,35523,27812,19638,14807,12502,9704,8683
2007,ME,1382,5609,7433,8233,9231,7900,7117,7081,8725,9988,11053,10692,9676,7685,5536,4510,3907,2947,2667
2007,MI,12052,49806,65752,70714,76151,66723,60651,58318,67482,71986,77759,73909,64132,49831,36655,28765,25273,19798,17353
2007,MN,7039,27587,33859,35314,37621,35973,35190,31884,34724,37863,41311,37496,31629,23917,17622,13903,12113,9784,9887
2007,MO,7694,30091,37949,39677,42521,40806,38776,34891,37861,40878,44832,41464,36198,29295,22650,18227,15278,11666,10521
2007,MS,4240,16096,19972,20939,22329,20940,19447,17622,18770,19546,20847,19793,17394,13905,10936,8583,6807,4854,4051
2007,MT,1128,4520,5704,6063,6818,6744,5710,5212,5455,6119,7453,7615,6836,5238,3906,3023,2512,1864,1801
2007,NC,12378,48270,60076,60397,64018,61688,58896,60059,66496,66613,67321,62350,56293,46030,34317,26949,21410,15515,12945
2007,ND,758,3091,3679,3952,4811,5887,4079,3637,3592,4028,4773,4770,3977,2992,2277,2003,1827,1450,1546
2007,NE,2439,9983,11761,12011,12907,12959,11435,10865,10915,11581,13080,12326,10735,8017,6062,5152,4630,3632,3623
2007,NH,1364,5941,7804,8886,9691,8266,6975,7263,9161,10622,11505,10429,8983,6987,4826,3738,3163,2417,2290
2007,NJ,10778,44068,55678,59762,60072,51713,53939,54621,63015,69161,70371,62691,53186,43096,31222,24999,22547,17911,16265
2007,NM,2824,11095,13138,13918,14919,14062,13297,11587,12187,13136,14488,13935,12726,10021,7591,5968,4751,3342,2779
2007,NV,3880,14955,17209,17984,17371,17243,19656,18055,19421,19026,18677,17285,15752,13296,9897,7324,5409,3584,2567
2007,NY,23895,91145,115103,126187,138368,134012,133191,122526,134941,143558,146516,134107,118391,94300,69680,56316,49274,39053,36080
2007,OH,14454,57542,75030,79032,83589,74840,74134,66410,76655,81025,89149,84744,74119,57053,43564,35030,30824,24264,21002
2007,OK,5035,19619,24268,24173,26065,26840,24635,22000,22686,23639,26147,24858,21755,18137,14088,11366,9139,6656,5636
2007,OR,4692,18235,22932,23933,25628,24851,25441,24116,25327,24803,26995,27786,25552,19898,14251,10815,9075,7490,7055
2007,PA,14482,57542,74252,81904,91829,83239,76156,69577,82173,90342,98436,93827,81980,65143,49313,41353,38863,31498,28263
2007,RI,1180,4731,6128,6703,8195,7941,6666,5961,7173,7854,8337,7721,6594,5320,3712,3021,2895,2551,2478
2007,SC,6047,22630,28315,29098,32647,31217,29352,27124,29881,31240,32359,30874,28640,23994,18224,13956,10572,7552,6242
2007,SD,1049,4264,5083,5229,5737,5632,4946,4377,4449,4999,5740,5570,4812,3615,2775,2352,2149,1710,1739
2007,TN,8006,31402,40013,41022,42768,40991,41907,38694,42953,44386,45712,43371,39183,32048,24550,18872,14856,10704,9010
2007,TX,37632,149451,175626,178642,180351,175377,174600,165526,170649,167887,170458,153592,128410,99429,72685,56910,45447,32743,26967
2007,UT,5143,19722,22654,20767,21371,23035,22203,18936,16195,14761,15281,14232,11815,9095,6742,5317,4346,3206,2719
2007,VA,9976,39560,48207,50506,54383,55789,52201,49749,55397,58767,60394,55186,48034,38256,27334,20759,16836,12446,10646
2007,VT,608,2554,3415,3944,4781,4334,3250,3305,3964,4568,5170,5078,4551,3512,2448,1863,1596,1256,1153
2007,WA,8683,32837,41199,43180,45901,44662,45257,41495,46169,46475,49621,47833,41822,32519,22409,16660,13849,11059,10566
2007,WI,7024,27859,35751,37949,40891,39090,34932,33181,36653,41009,44508,41151,35382,26843,20073,16236,14488,11426,10972
2007,WV,2098,8027,10239,10811,11926,11552,10983,10738,11729,12364,13643,14051,13410,10560,8369,6711,5619,4179,3297
2007,WY,733,2796,3303,3370,3758,4001,3592,3056,3161,3302,4081,4239,3614,2688,1945,1468,1199,861,753
2008,AK,1003,3915,4700,4962,5267,5311,5002,4305,4513,4694,5457,5431,4555,3039,1867,1153,809,496,385
2008,AL,6131,23729,30306,31600,34201,32509,30787,28375,31055,31534,34489,33677,29888,25187,19558,15378,11974,8637,7083
2008,AR,3849,15297,18923,19094,20055,19262,19225,17186,18223,18547,20096,19405,17580,15362,12391,9601,7464,5456,4853
2008,AZ,9476,37716,43915,44172,45715,43424,45157,40498,42139,40820,42386,39944,36090,31949,25888,20133,15899,11487,9411
2008,CA,52589,202792,241957,263690,281935,268145,272545,249374,264678,262429,267920,247148,209088,165046,120095,92467,75765,59885,55796
2008,CO,6536,27268,33003,32162,33722,34077,35707,33764,35601,34159,37397,35716,30820,23609,16228,11705,9277,6964,6340
2008,CT,3902,16548,22279,24269,25400,21954,20566,20240,23926,27397,29186,27298,22712,18830,13711,10244,9162,7816,8089
2008,DC,781,2476,2462,2686,4043,5907,6186,5011,4284,3781,3822,3656,3388,2758,2009,1491,1190,986,969
2008,DE,1133,4466,5490,5682,6503,6076,5757,5138,5782,6270,6688,6301,5527,4914,3861,2919,2361,1701,1441
2008,FL,21868,85931,106163,113056,123713,120376,116651,107553,121190,129321,138393,128255,115541,105458,89448,73140,61842,47207,40257
2008,GA,13677,54986,66921,67029,69935,65633,67320,64111,71143,70103,69943,63436,54292,44085,32078,22999,17242,12193,10431
2008,HI,1830,6902,7739,8256,8652,9419,9658,8309,8781,9008,9611,9711,9009,7484,5224,3959,3526,2948,2669
2008,IA,3835,15439,19349,19652,21692,21047,18808,17340,17962,19099,21933,21679,19209,15083,11729,9601,8338,7010,7139
2008,ID,2336,9484,11487,11164,11441,10701,10527,9514,9581,9342,10336,10154,9067,7454,5696,4174,3195,2444,2292
2008,IL,16487,67512,84677,88760,92630,87197,90560,84253,88204,88888,95232,89973,76917,60363,45648,34941,29255,23505,22290
2008,IN,8454,34434,43831,44617,47447,44211,41930,39347,42536,43574,47523,45845,39681,31597,24213,18295,15236,12061,10810
2008,KS,3853,15433,19428,19128,20213,20350,18516,16860,17290,17619,20311,19840,16966,13248,9863,7822,6852,5560,5596
2008,KY,5502,21884,27554,27853,29364,28201,28357,26644,28878,29652,32042,30906,27520,22616,17369,13140,10247,7576,6447
2008,LA,6442,23955,29543,30181,32825,32926,31970,26644,27753,29287,32604,31808,27442,21955,16526,12573,10103,7427,6076
2008,MA,7345,29305,38405,40875,46868,45782,42788,39332,44206,48757,51380,47763,41336,33733,24202,18641,16625,14005,13860
2008,MD,7389,28953,35859,38119,41185,37892,38292,34963,39596,43444,45828,42137,36028,28909,20950,15132,12424,9730,9048
2008,ME,1335,5640,7403,8010,9149,7915,7196,7036,8487,9648,10968,10887,9821,8096,5878,4603,3865,2994,2757
2008,MI,11685,49045,64676,69206,75708,66044,60101,57112,65415,69424,76374,75194,65254,51583,39003,29219,24709,20018,17870
2008,MN,6902,27932,34258,35048,37330,35742,36256,32383,34063,36398,41251,38434,32644,24998,18687,14212,12063,9825,10171
2008,MO,7656,30460,38076,39329,42619,40647,39522,35061,37626,39258,44823,42575,36862,30384,23867,18418,15191,11711,10723
2008,MS,4240,16483,19991,20628,22518,20674,19767,17687,18815,19037,20791,20233,17631,14534,11284,8781,6802,4943,4122
2008,MT,1121,4654,5817,6013,6746,6717,5976,5333,5482,5870,7317,7698,7093,5499,4202,3109,2494,1897,1837
2008,NC,12426,49508,61421,61017,65105,63279,60416,60762,67105,66376,68327,64197,57156,48687,36606,27738,21602,15876,13411
2008,ND,755,3215,3705,3903,4727,5836,4344,3647,3586,3839,4707,4827,4164,3151,2352,2017,1803,1477,1556
2008,NE,2447,10080,12089,11935,12821,12796,11872,10991,10922,11103,12983,12507,11030,8418,6294,5195,4569,3656,3658
2008,NH,1343,5851,7733,8706,9612,8288,7133,7116,8880,10216,11501,10723,9154,7406,5196,3806,3157,2449,2352
2008,NJ,10734,43628,55884,59126,60242,52243,54708,54666,61596,67370,70436,64471,53840,44282,33116,25239,22088,17940,16774
2008,NM,2799,11301,13433,13805,14941,13926,13433,11815,12184,12654,14526,14175,13038,10607,7987,6122,4783,3406,2883
2008,NV,3786,15292,17634,18077,17865,17530,19996,18475,19543,19113,18968,17765,15882,13901,10540,7594,5486,3668,2713
2008,NY,23888,91361,115130,123690,138665,135936,135381,123707,131744,140127,146400,136963,119788,97338,73109,56979,48275,39157,37047
2008,OH,14243,57643,74768,78033,83585,74845,73723,66604,75264,78568,87708,86595,75305,59534,45592,35715,30110,24420,21643
2008,OK,5034,19987,24573,24272,26172,26431,25338,22298,22802,22880,26128,25416,22173,18838,14677,11527,9112,6698,5768
2008,OR,4620,18627,23231,23925,25679,24949,25921,24650,25430,24447,26740,27770,26184,21126,15262,11150,9010,7428,7291
2008,PA,14437,57882,74567,80409,91834,84025,77212,70132,80391,88159,97192,95858,83525,67643,52011,41596,37544,31644,28952
2008,RI,1154,4697,6065,6562,8177,7973,6625,6023,6854,7627,8257,7895,6690,5492,3949,3036,2782,2531,2545
2008,SC,6119,23387,28773,29085,33044,31693,30001,27497,30165,30903,32662,31616,29136,25474,19503,14408,10774,7684,6537
2008,SD,1044,4389,5154,5190,5678,5607,5098,4483,4435,4769,5728,5682,4979,3828,2898,2380,2115,1722,1762
2008,TN,8090,31866,40574,41131,43289,40876,41837,38899,43041,43614,46072,44500,39690,33666,25916,19427,14957,10850,9227
2008,TX,38031,151592,181092,180892,183360,176528,179759,167375,173628,166487,172673,158538,132494,105306,76942,58409,45897,33136,27893
2008,UT,5075,20399,23578,21343,21690,22743,22663,19997,16730,14754,15458,14600,12285,9605,7166,5495,4411,3249,2833
2008,VA,9885,39940,48889,50243,54658,55720,53828,49989,54971,57548,60784,56583,48575,39964,29172,21306,16849,12604,11057
2008,VT,599,2544,3427,3836,4718,4289,3348,3296,3838,4388,5095,5127,4644,3682,2631,1913,1568,1258,1189
2008,WA,8726,33718,41598,43091,46323,45391,46873,42563,45912,45665,49525,48565,42970,34335,24046,17243,13831,10974,10877
2008,WI,6934,28200,36071,37466,40632,38643,35979,33463,35809,39604,44411,42059,36381,28031,21133,16502,14267,11518,11255
2008,WV,2106,8087,10341,10716,11941,11365,10979,10706,11762,12147,13380,14134,13570,11079,8670,6859,5476,4263,3342
2008,WY,732,2915,3433,3416,3767,3986,3774,3174,3246,3250,4018,4290,3739,2852,2048,1528,1190,866,776
2009,AK,1023,4084,4885,4971,5226,5113,5151,4448,4450,4607,5480,5518,4779,3333,2019,1200,818,526,402
2009,AL,5913,24006,30425,31555,34309,32854,30853,28984,30929,31047,34494,34121,30403,26304,20299,15669,11960,8635,7255
2009,AR,3651,15550,19159,19242,19981,19376,19109,17626,18194,18061,20272,19606,17847,15918,12840,9769,7488,5445,4904
2009,AZ,8560,37585,44590,44495,46046,43785,44608,41126,41927,40438,42721,40689,36839,33452,27239,20898,16020,11569,9916
2009,CA,49542,204188,246136,260265,283023,272184,274086,253078,261109,259540,269847,251431,215228,174572,125812,95096,76018,59662,58176
2009,CO,6421,27457,33975,32590,33814,34270,36435,34492,35444,33996,37335,36313,31880,25296,17258,12221,9359,7054,6637
2009,CT,3795,16417,22234,24105,25310,22396,20981,20431,22977,26550,29248,27911,23389,19584,14417,10401,8952,7757,8285
2009,DC,745,2512,2606,2565,4064,6172,6513,5298,4379,3695,3887,3650,3418,2843,2108,1494,1175,971,998
2009,DE,1092,4505,5576,5665,6485,6148,5751,5283,5649,6104,6751,6475,5634,5089,4053,2988,2343,1704,1506
2009,FL,20795,86332,106456,112376,123340,121031,117439,108577,119342,125826,139654,131020,117498,109154,93140,75116,61144,47633,41941
2009,GA,12812,55077,68005,67563,70422,66834,67507,64678,70385,69255,71025,64892,55547,46782,33846,23880,17456,12385,10754
2009,HI,1848,6889,8093,8148,8645,9391,9718,8547,8768,8860,9579,9706,9221,7829,5618,4032,3471,2962,2829
2009,IA,3720,15751,19513,19633,21511,20953,19274,17702,17529,18596,21739,21836,19758,15858,12029,9800,8167,6946,7208
2009,ID,2245,9606,11742,11324,11386,10656,10531,9872,9562,9277,10303,10232,9335,7836,5997,4360,3263,2455,2372
2009,IL,16144,67115,85266,87921,92332,87300,90998,85113,86691,87101,94718,91538,78844,63287,47188,35769,28775,23308,22867
2009,IN,8256,34474,44004,44631,47451,44496,41824,39846,41913,42385,47443,46377,40687,33311,24991,18805,14990,12002,11137
2009,KS,3841,15763,19651,19333,20106,20081,19043,17315,17047,17178,20205,19970,17523,13960,10228,7970,6760,5505,5687
2009,KY,5307,22124,27651,27909,29294,28381,28421,27120,28463,29007,32071,31261,27911,23791,17869,13489,10266,7562,6579
2009,LA,6107,24631,30010,30147,32646,33289,32709,27972,27469,28698,32533,32266,28306,23053,17141,12926,10020,7497,6232
2009,MA,7188,29384,38493,40645,46629,46880,43550,39913,42902,47400,51617,48871,42286,35531,25471,18960,16265,13853,14245
2009,MD,7202,29027,36153,37890,40846,38543,38860,35832,38333,42158,46113,43157,36829,30470,21843,15586,12312,9776,9442
2009,ME,1283,5591,7352,7910,8967,7910,7152,7096,8220,9258,10835,10942,10051,8505,6216,4673,3822,3018,2808
2009,MI,11239,48184,63939,67966,74808,65852,59131,56858,62914,67064,75374,75814,66717,54189,40525,29989,24200,19902,18471
2009,MN,6722,28103,34852,34831,36871,35455,36692,33305,33074,35391,40942,39210,33836,26408,19463,14689,12001,9824,10337
2009,MO,7397,30735,38319,39208,42379,40631,39942,35931,37021,38051,44664,43302,37805,31712,24770,18816,15174,11666,10945
2009,MS,3929,16727,20165,20485,22343,20659,19758,18066,18583,18563,20690,20426,18005,15160,11609,9037,6716,4943,4183
2009,MT,1100,4773,5853,5962,6612,6587,6126,5596,5424,5642,7167,7700,7300,5862,4401,3221,2459,1924,1882
2009,NC,12030,50293,62418,61873,65712,64450,61435,61039,66513,65926,69218,65401,58564,51222,38529,28573,21641,16083,14025
2009,ND,794,3318,3776,3843,4657,5736,4627,3830,3576,3725,4612,4875,4355,3320,2447,2021,1771,1483,1569
2009,NE,2420,10171,12370,11962,12721,12684,12353,11179,10833,10859,12860,12626,11341,8909,6559,5262,4492,3658,3738
2009,NH,1251,5775,7691,8556,9450,8352,7167,7080,8496,9870,11415,11016,9362,7811,5481,3876,3130,2475,2390
2009,NJ,10485,43359,56397,58695,60047,53147,55073,54983,60133,65636,70594,66163,55254,46163,34186,25612,21672,17863,17401
2009,NM,2780,11466,13802,13839,14886,13908,13727,12109,12196,12390,14436,14378,13290,11283,8363,6318,4846,3437,3007
2009,NV,3653,15229,18027,18179,18133,17511,19882,18779,19441,18994,19268,17994,16158,14469,11086,7951,5584,3754,2853
2009,NY,23398,91662,115777,121842,137678,138476,136918,125897,128118,136556,146616,139592,121586,102139,75404,57909,47468,38968,38107
2009,OH,13909,57618,74681,77395,82894,75403,72456,67732,73155,76586,86393,87806,76810,63090,46712,36595,29497,24203,22322
2009,OK,4974,20511,25065,24649,26187,26394,25942,23088,22868,22446,26113,25762,22744,19532,15288,11713,9143,6652,5911
2009,OR,4507,18880,23394,23979,25511,25088,26344,25275,25245,24388,26500,27501,26888,22323,16201,11572,8982,7334,7530
2009,PA,14140,58242,74907,79328,91289,85673,77616,71499,78030,85953,96279,97348,85769,70867,53851,42182,36441,31228,29749
2009,RI,1075,4634,6046,6417,8160,8096,6509,6090,6568,7396,8171,8032,6865,5752,4139,3061,2675,2505,2612
2009,SC,5871,23888,29187,29264,33025,32380,30194,27932,29915,30367,33105,32074,29704,26723,20627,14858,10921,7701,6758
2009,SD,1038,4484,5255,5164,5630,5585,5296,4648,4401,4631,5680,5707,5163,4026,3017,2429,2079,1706,1799
2009,TN,7684,32279,40701,41308,43368,41709,41673,39632,42645,42765,46396,45005,40425,35334,27002,19990,15050,10863,9533
2009,TX,37618,153133,187579,183816,186143,178547,182947,171233,175100,166629,174864,162859,137290,111299,81256,60097,46334,33506,29001
2009,UT,5212,20635,24416,22145,21848,22613,22730,21044,17314,14916,15483,14869,12823,10079,7582,5673,4435,3330,2958
2009,VA,9548,40195,49848,50350,54655,56163,55118,50810,54092,56550,61314,57836,49629,42046,30600,21994,16848,12629,11565
2009,VT,568,2534,3405,3754,4609,4306,3448,3311,3705,4201,5028,5175,4718,3909,2780,1952,1555,1247,1228
2009,WA,8785,34466,42292,43342,46319,46023,47815,44037,45354,45421,49528,48960,44181,36315,25731,17944,13908,10956,11334
2009,WI,6801,28355,36406,37285,40103,38460,36533,34113,34852,38364,44088,42772,37481,29659,21896,16945,14029,11522,11495
2009,WV,1991,8157,10429,10705,11933,11437,10859,10880,11598,11946,13232,14165,13655,11794,8849,7034,5357,4210,3441
2009,WY,746,3080,3562,3468,3797,3997,4016,3396,3297,3219,3952,4311,3917,3017,2159,1574,1177,887,801
2010,AK,1011,4219,4978,4961,5086,5392,5499,4727,4470,4607,5323,5515,4921,3555,2158,1257,823,552,428
2010,AL,5670,24137,30358,31660,33734,33432,30758,29593,30320,30818,34200,34477,31104,27547,20788,15893,12094,8732,7438
2010,AR,3578,15561,19324,19439,19964,19819,18865,18138,17958,17959,20140,19872,18187,16534,13120,9953,7605,5455,5013
2010,AZ,8570,36580,45192,44820,45874,44584,43889,41761,41334,40750,42510,41614,37648,35324,28423,21629,16226,11881,10420
2010,CA,49194,203068,250096,258016,280512,278288,274565,258140,256016,260944,267930,256825,221658,184808,131350,97556,76423,60219,60390
2010,CO,6479,27409,34579,33081,33804,34744,37058,35326,34923,34485,36664,36883,32789,27054,18229,12668,9534,7196,6875
2010,CT,3761,16264,22129,23902,25311,22882,21465,20647,21975,25990,28996,28434,24182,20409,15007,10558,8835,7700,8494
2010,DC,752,2561,2609,2488,3976,6330,7050,5615,4319,3797,3856,3721,3443,2999,2152,1548,1177,963,1036
2010,DE,1082,4469,5622,5669,6389,6309,5751,5399,5463,6036,6724,6599,5812,5344,4189,3076,2370,1720,1568
2010,FL,20434,85934,107487,112679,121699,123584,118030,111259,116832,124878,139446,134278,120626,113926,96180,77067,61339,48185,43601
2010,GA,12648,54412,68622,68341,70168,67656,66571,65601,68582,69347,71571,66433,57081,49436,35355,24767,17901,12570,11120
2010,HI,1776,6949,8295,8122,8555,9649,9755,8836,8605,8930,9503,9760,9321,8277,5962,4147,3420,2951,3047
2010,IA,3667,15876,19655,19684,21239,21014,19441,18249,17290,18372,21154,22017,20260,16791,12249,9848,8151,6857,7364
2010,ID,2222,9584,11911,11508,11294,10655,10479,10071,9478,9319,10127,10342,9599,8272,6261,4550,3333,2482,2465
2010,IL,16039,66646,85250,87306,91562,87578,90527,86418,84689,86551,93155,92799,80892,66898,48444,36312,28626,23356,23470
2010,IN,8079,34461,43911,44777,46992,44976,41526,40525,41017,42021,46751,46947,41758,35082,25692,19175,14933,11972,11444
2010,KS,3778,16088,19846,19521,19990,20103,19458,17761,16821,17077,19683,20116,18036,14769,10573,8058,6718,5516,5789
2010,KY,5180,22245,27808,28012,29152,28879,28059,27749,27942,28740,31832,31570,28586,24965,18313,13771,10302,7642,6767
2010,LA,5854,24968,30300,30445,32084,33748,33098,29526,27285,28470,32046,32660,29173,24295,17677,13209,10061,7563,6451
2010,MA,7142,29409,38386,40392,46551,47770,44374,40492,41441,46626,51378,49752,43484,37348,26605,19216,16123,13772,14561
2010,MD,7103,29141,36490,37749,40405,39368,39405,37007,37385,41583,45924,44113,37920,31971,22712,15983,12352,9779,9820
2010,ME,1271,5506,7298,7793,8703,7871,7194,7114,7814,9023,10612,11019,10225,8992,6493,4727,3843,3008,2897
2010,MI,11169,47465,62946,66876,73004,66983,58422,57101,60154,65956,73642,76055,68291,57147,41755,30462,24101,19858,19126
2010,MN,6635,28172,35085,34817,36407,35065,36841,34160,32241,34849,39989,39952,34889,28078,20141,15090,12025,9854,10586
2010,MO,7261,30859,38513,39182,41697,41003,39904,37038,36102,37609,43715,44043,38831,33279,25454,19144,15263,11674,11241
2010,MS,3703,16674,20162,20489,21948,20907,19531,18581,18323,18423,20418,20539,18453,15942,11826,9190,6802,5003,4289
2010,MT,1096,4837,5885,5921,6465,6575,6242,5752,5366,5563,6861,7687,7472,6239,4559,3338,2466,1951,1937
2010,NC,11781,50208,62901,62733,65305,65819,62212,61522,64934,66400,69266,66657,59991,53790,40153,29223,22109,16261,14590
2010,ND,791,3433,3885,3824,4596,5762,4861,3996,3574,3695,4468,4910,4520,3532,2532,1998,1754,1483,1621
2010,NE,2404,10298,12599,12006,12639,12635,12648,11437,10767,10795,12503,12801,11615,9483,6748,5288,4494,3661,3834
2010,NH,1254,5581,7684,8360,9318,8406,7293,7103,8037,9594,11230,11219,9648,8227,5730,3949,3144,2479,2473
2010,NJ,10416,43382,56222,58533,59703,54129,55323,55704,58345,64637,70178,67532,56867,48269,35254,26014,21374,17820,17988
2010,NM,2647,11493,14159,14018,14759,14156,13822,12667,12132,12340,14169,14557,13562,11968,8691,6489,4904,3536,3122
2010,NV,3547,14940,18173,18192,18051,17765,19512,19013,18950,19101,19264,18241,16460,15136,11580,8246,5727,3863,3011
2010,NY,23261,92013,115811,120472,135613,141182,138192,128163,124367,134876,145209,141956,124069,107211,77454,58603,47074,38932,39145
2010,OH,13538,57492,74051,76924,81666,76247,71441,68940,70743,75660,84571,88235,78719,66947,47691,36980,29413,24138,22993
2010,OK,4876,20808,25540,25019,25911,26676,26176,23846,22794,22489,25583,26103,23402,20295,15688,11881,9260,6725,6030
2010,OR,4477,18913,23481,24035,25114,25235,26276,25814,24828,24744,25962,27394,27229,23733,16998,12016,9036,7286,7736
2010,PA,13939,58328,74856,78590,89781,87300,78188,72996,75410,84568,94801,98128,88127,74840,55206,42514,35811,30911,30636
2010,RI,1079,4587,6003,6322,7933,8236,6575,6120,6284,7242,8066,8082,7095,6010,4294,3095,2622,2430,2680
2010,SC,5632,24055,29295,29521,32428,33191,30181,28653,29207,30236,32981,32516,30250,28086,21514,15329,11231,7792,7012
2010,SD,1021,4587,5361,5195,5579,5560,5375,4845,4401,4551,5536,5783,5314,4283,3091,2459,2065,1719,1842
2010,TN,7566,32364,40719,41476,43064,42467,41336,40371,41611,42689,46175,45572,41348,37014,27872,20486,15259,11023,9874
2010,TX,36996,153778,191800,187552,187056,181581,184611,175974,175005,169142,174560,167055,142398,117777,84998,61550,47060,34191,30200
2010,UT,5191,20975,24881,22790,21895,22640,22714,21630,17825,15415,15313,15134,13321,10750,7917,5841,4531,3390,3069
2010,VA,9606,40311,50577,50556,54404,56755,56019,52403,53111,56283,61386,58881,51052,44086,31762,22681,17016,12773,12024
2010,VT,573,2519,3383,3679,4535,4325,3483,3362,3531,4118,4906,5190,4829,4110,2915,2002,1561,1250,1263
2010,WA,8569,35094,42755,43605,45696,46130,47901,45397,44431,45907,48858,49361,45383,38447,27190,18714,14094,11016,11698
2010,WI,6667,28440,36388,37175,39537,38239,36855,34769,33925,37551,43168,43394,38545,31505,22589,17178,13897,11563,11784
2010,WV,1900,8176,10409,10715,11731,11646,10660,11074,11458,11867,13054,14088,13785,12499,9040,7070,5355,4208,3522
2010,WY,709,3129,3629,3490,3674,3941,4023,3569,3282,3225,3808,4298,4024,3216,2251,1610,1194,901,835
2011,AK,1078,4232,5004,4951,5010,5502,5652,4894,4366,4621,5124,5510,5022,3802,2272,1357,855,569,454
2011,AL,5664,23997,30136,31795,32595,34293,30645,30063,29323,31110,33390,34576,31729,28684,21239,16241,12265,8810,7585
2011,AR,3584,15421,19356,19569,19584,20404,18805,18517,17626,18174,19625,20034,18488,17171,13252,10219,7685,5475,5096
2011,AZ,8410,35791,44907,45013,45232,46293,43776,42529,40521,41524,41768,42241,38461,36862,29281,22601,16648,12197,10850
2011,CA,50388,202261,250994,255933,274381,286121,276960,263454,251745,263360,264463,260065,228005,193705,136956,100812,77525,60712,62533
2011,CO,6403,27249,34812,33578,33863,35392,37529,36391,34306,35334,35592,37201,33631,28776,19187,13297,9715,7342,7118
2011,CT,3731,15959,21901,23745,25688,22910,21827,21012,21093,25512,28443,28746,24953,21132,15499,10849,8748,7599,8594
2011,DC,885,2710,2662,2480,3931,6140,7440,6066,4407,3946,3860,3761,3521,3148,2203,1579,1180,944,1056
2011,DE,1111,4442,5615,5691,6245,6483,5829,5571,5275,5999,6623,6675,5989,5590,4309,3203,2387,1763,1605
2011,FL,21012,85496,107868,113137,119028,128327,120462,114370,114262,125992,137824,137260,124009,118872,98034,78946,62044,48850,46349
2011,GA,12608,53964,68586,69092,69562,69540,66635,66696,66406,70388,71010,67663,58671,51837,36656,25832,18418,12754,11429
2011,HI,1870,7069,8340,8133,8373,9859,9938,9140,8456,8938,9334,9677,9402,8604,6257,4301,3393,2947,3205
2011,IA,3541,15759,19735,19772,21174,21424,19327,18804,16933,18408,20347,22102,20579,17795,12427,9955,8162,6791,7460
2011,ID,2143,9438,11934,11657,11187,10797,10428,10268,9380,9479,9815,10430,9791,8763,6466,4770,3426,2499,2498
2011,IL,15788,65869,84597,86723,90167,88235,90012,87622,82563,86882,90796,93425,82691,70413,49542,37102,28669,23262,23958
2011,IN,8003,34132,43689,44862,46307,46036,41317,41211,39842,42383,45374,47247,42692,36881,26166,19697,15002,11904,11718
2011,KS,3736,15998,19862,19590,19900,20231,19314,18181,16513,17118,18854,20215,18402,15617,10799,8202,6676,5504,5865
2011,KY,5196,22092,27800,28138,28586,29797,27719,28187,27139,29007,31076,31821,29082,26159,18580,14147,10418,7652,6895
2011,LA,5900,24871,30331,30705,30922,34420,33308,30553,26947,28500,31156,32756,29839,25600,18075,13566,10171,7577,6650
2011,MA,7233,29304,38176,40190,46680,47991,45551,41587,40163,46153,50588,50430,44555,39141,27609,19739,16018,13615,14784
2011,MD,7233,29262,36485,37765,40130,39926,40104,38165,36385,41411,45171,44839,38891,33489,23458,16605,12468,9775,10134
2011,ME,1211,5418,7250,7710,8554,7916,7292,7210,7444,8921,10239,11072,10379,9452,6697,4850,3860,3017,2930
2011,MI,11026,46820,61952,66337,71041,69319,58308,57758,57398,65691,71434,75908,69600,60303,42691,31303,24136,19709,19589
2011,MN,6553,28050,35233,34905,36312,35048,36770,35344,31510,34741,38621,40613,35739,29926,20692,15598,12143,9872,10808
2011,MO,7195,30505,38464,39170,40779,41600,39875,37995,35024,37706,41987,44447,39663,34895,25726,19596,15298,11707,11454
2011,MS,3698,16377,20161,20528,21292,21473,19370,18935,17821,18590,19815,20574,18794,16664,12058,9349,6912,5044,4394
2011,MT,1080,4813,5949,5939,6427,6712,6227,5941,5273,5615,6499,7608,7565,6644,4678,3486,2503,1956,1967
2011,NC,11564,49954,62955,63670,64778,66864,62425,62275,62868,67659,68512,67691,61455,56198,41617,30238,22747,16412,15039
2011,ND,819,3488,4036,3821,4628,5926,4966,4229,3570,3714,4273,4910,4643,3748,2604,2010,1744,1472,1653
2011,NE,2360,10278,12708,12114,12676,12689,12571,11850,10644,10826,12006,12863,11828,10104,6884,5348,4443,3650,3891
2011,NH,1274,5433,7558,8218,9317,8466,7398,7202,7584,9450,10832,11377,9905,8631,5954,4088,3160,2493,2526
2011,NJ,10576,43127,55934,58260,59502,54821,55852,56419,56707,64065,69039,68337,58526,50048,36387,26579,21220,17709,18326
2011,NM,2640,11397,14212,14039,14459,14537,13930,12986,11937,12386,13580,14589,13727,12532,8963,6686,4991,3584,3230
2011,NV,3465,14718,18140,18163,17567,18274,19382,19222,18389,19322,19056,18427,16789,15706,11929,8622,5902,3955,3226
2011,NY,23925,92432,115280,119614,133089,143345,140623,130985,121511,134153,143091,143334,126675,111704,79701,59846,47134,38753,40052
