Year,State,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
1998,NM,2529,10455,14145,14521,14361,11753,11174,12291,14347,13765,12439,10209,7978,6764,6099,5202,3980,2554,2066
1998,NV,2724,10756,13616,12403,11587,11425,13846,15918,15832,14447,12671,11312,9330,7615,6892,5772,4113,2275,1505
1998,NY,23900,101959,136043,126543,125828,120526,137379,149336,157806,145992,129696,112390,88621,73643,66553,61373,49467,33380,29330
1998,OH,14609,60838,81817,81106,81976,71551,76554,80022,90809,90877,80310,66670,53407,44611,41089,39269,31578,20832,16790
1998,OK,4484,18120,24539,25127,26447,23492,22672,22143,26324,25528,22520,19578,16019,13700,12690,11109,9031,5927,5472
1998,OR,4217,17342,23166,23602,24128,21596,22885,23204,26235,27505,26133,21246,15781,12305,11327,10681,9347,6327,5374
1998,PA,13874,59886,84498,84216,84082,73134,79217,83482,97652,98076,86702,73414,58905,50455,49983,50128,41250,28134,22344
1998,RI,1215,5140,7129,6625,7144,6739,7453,7471,8632,8261,7105,6080,4582,3790,3750,3920,3304,2305,1981
1998,SC,5078,20660,28972,27929,29134,27013,28330,28167,30840,30093,27222,23713,18805,15711,14481,12278,9643,5850,4549
1998,SD,881,3926,5423,5851,6120,4913,4394,4565,5693,5652,4946,3831,3072,2760,2652,2520,2170,1499,1475
1998,TN,7130,28951,38687,37597,39141,37192,40671,41458,44688,43793,39333,34281,27413,22809,20139,17450,13999,9066,7714
1998,TX,32052,126338,159826,157303,157547,144544,154015,157793,168059,155494,130999,107731,81258,66640,59686,51644,39906,25653,22178
1998,UT,4249,15647,18713,18965,22035,20564,16779,14778,15179,14564,12232,9622,7379,5987,5280,4632,3777,2536,1991
1998,VA,8639,36182,48908,46909,46515,45471,50751,55089,59872,56306,49745,43181,32609,25445,22872,19851,15624,9739,7959
1998,VT,605,2753,4225,4410,4390,3596,3841,3905,5030,5216,4752,3913,2912,2273,2080,1905,1500,1034,951
1998,WA,7606,31116,42281,42092,41553,36704,40186,44429,49409,48698,43198,35752,25956,19960,17578,15945,13949,9334,7877
1998,WI,5962,26623,38165,39990,40158,34078,34548,37884,44304,42825,37682,30245,23683,19834,18461,17328,14310,10317,9119
1998,WV,1914,8274,11081,11654,13215,12149,11570,11218,13315,14322,13774,11583,9423,8287,7697,7272,5622,3689,3021
1998,WY,558,2452,3415,3906,4202,3260,2830,2943,3899,4239,3778,2944,2246,1797,1605,1401,1081,718,597
1999,AK,851,3762,5409,5483,4876,3850,4069,4733,5665,5818,5162,3868,2564,1619,1150,889,606,318,205
1999,AL,5685,23342,31294,31463,32500,30354,30425,29863,34022,34128,30728,27341,21831,18769,16539,14690,11616,7535,6450
1999,AR,3410,14265,18543,19014,19713,17693,17344,17224,19711,19236,17570,15930,13300,11378,10282,9151,7477,5113,4458
1999,AZ,7668,29769,37939,36303,35886,35000,37052,36621,39236,36724,32166,28131,22845,19761,18750,17375,14115,8872,6564
1999,CA,48233,202273,274517,249414,239934,229943,256022,271076,282660,262803,226547,191672,141235,112379,98240,89910,76365,49025,41066
1999,CO,5839,22883,30240,30393,29971,29207,32455,32552,36938,36463,32490,26384,18498,14051,11837,10295,8315,5344,4609
1999,CT,4219,17958,24482,23552,21266,18531,20739,25402,29256,28588,24641,22195,17115,13043,11791,11454,10037,7208,6247
1999,DC,638,2638,3655,2847,3665,4844,5696,4958,4644,4158,3866,3445,2694,2164,1881,1762,1485,986,870
1999,DE,1008,4069,5557,5385,5466,4989,5308,5756,6467,6179,5316,4729,3794,3161,2963,2623,2083,1303,1013
1999,FL,18468,75052,103330,102833,98849,90368,99048,109444,125643,119247,104623,93863,78589,71722,72919,72783,60904,39847,32067
1999,GA,11549,45738,60281,58577,58336,56826,63196,64965,68734,63633,55399,48206,35762,27602,22961,19387,15436,10022,8344
1999,HI,1544,6414,8689,8272,8144,8264,8344,9059,9722,9565,8925,7785,5786,4565,4294,4236,3448,2144,1683
1999,IA,3515,14692,19935,20740,22527,19704,17896,18183,21924,22428,20747,17083,13514,11713,10647,10387,9054,6596,6363
1999,ID,1855,7515,9813,10233,10990,9101,8140,8049,9445,9603,8871,7335,5703,4558,3881,3465,2939,2053,1694
1999,IL,17085,70488,92630,88966,88954,83014,89344,92483,100608,97385,85423,72340,56473,45905,39823,37524,31347,21605,18670
1999,IN,8165,33345,43686,43554,45157,41724,41397,41610,47931,47593,42617,36367,28564,23200,20229,19071,15654,10393,8892
1999,KS,3551,14646,19289,20091,20707,18279,17231,17352,20853,20923,18600,15299,11642,9662,8852,8465,7341,5122,4999
1999,KY,5058,20939,27552,27535,28867,27707,27976,28353,31980,31461,28525,24978,19697,16383,14223,12728,10173,6534,5570
1999,LA,6220,25020,33663,34748,36622,31911,29800,30488,34568,34513,30696,25824,20164,16704,14612,13346,10378,6571,5596
1999,MA,7691,32068,43508,42213,40750,39520,45440,49844,54120,51427,45169,39663,29862,23430,21709,21246,18291,12854,11411
1999,MD,6880,28364,39306,38189,34927,30647,34629,41499,46608,44283,38987,34241,25929,19731,16739,15228,12625,8010,6489
1999,ME,1294,5653,8382,9143,8830,6902,7287,8508,10474,10740,9925,8581,6522,5354,4949,4572,3710,2516,2266
1999,MI,12764,53773,74882,73305,71571,63420,66440,70621,79375,80438,71799,60572,47177,37235,32740,31337,25586,16977,13829
1999,MN,6226,25892,35387,37066,36826,31056,31771,35248,41592,40169,35335,28545,21850,17366,15112,14135,12124,8846,8363
1999,MO,7009,29302,39743,40624,40934,35869,36201,37450,44529,43403,38328,33122,26980,22383,20315,18616,15462,10404,9605
1999,MS,3913,15985,21389,21513,23278,20840,19332,18355,21053,20846,18521,16077,12722,11059,9588,8559,6697,4429,4061
1999,MT,960,4267,6112,6810,7008,5661,4921,5069,6729,7425,7089,5769,4471,3634,3139,2892,2394,1733,1433
1999,NC,10639,41491,55429,53200,52877,56075,60826,60047,65103,61907,55449,49331,38459,31802,27830,24747,19681,12441,10150
1999,ND,683,3127,4250,4709,5311,4871,3900,3761,4755,5045,4557,3563,2746,2410,2258,2219,1851,1416,1405
1999,NE,2174,9105,12180,12738,13298,11610,10981,10940,13087,13117,11906,9703,7446,6304,5843,5550,4662,3339,3278
1999,NH,1370,6127,8892,9134,8453,6683,7306,8826,11059,10921,9476,8132,5947,4558,4055,3678,3004,2029,1771
1999,NJ,10882,45105,60331,57318,52021,47650,54736,65513,73173,69647,59747,53090,41154,32701,29421,28226,23657,15910,13172
1999,NM,2534,10332,14102,14525,14428,11846,11295,11854,14146,13879,12723,10833,8289,6952,6124,5292,4154,2607,2163
1999,NV,2824,11248,14327,13205,12179,12234,14322,15791,16301,15066,13361,12135,9946,8117,6962,5899,4308,2404,1596
1999,NY,24053,99949,135968,129933,127177,122655,133280,146508,157402,148896,131751,117098,90992,74896,65561,61515,50495,34024,30289
1999,OH,14536,60495,81650,81931,81670,71998,74731,78439,89332,91565,81794,69928,54280,45306,40218,38844,32021,21129,17195
1999,OK,4465,18338,24345,24942,26666,24101,22695,21881,26119,25919,23281,20389,16646,13987,12577,11131,9131,5986,5505
1999,OR,4253,17565,23237,23861,24282,22365,23085,23248,25855,27150,26732,22439,16577,12748,11157,10609,9391,6463,5545
1999,PA,13848,58810,83547,85306,84529,73699,75746,82566,96143,99002,88812,76494,60593,50982,48471,49314,41722,28562,23082
1999,RI,1197,5172,7233,6933,7357,6931,6878,7433,8558,8363,7303,6366,4784,3849,3632,3823,3353,2339,2035
1999,SC,5186,20657,28679,28371,29300,27594,28006,28024,31249,30538,27991,25049,19784,16176,14359,12296,9864,6083,4762
1999,SD,896,3923,5373,5829,6128,5041,4363,4467,5620,5697,5126,4052,3165,2783,2626,2514,2166,1537,1513
1999,TN,7250,29293,39074,38467,39187,37768,40465,40881,45013,44244,40211,35845,28388,23431,20074,17539,14173,9177,7864
1999,TX,32454,127468,162943,160035,160873,148858,156403,155708,168667,159350,136436,113768,85479,68538,59684,52185,41011,26007,22801
1999,UT,4344,16102,18970,19071,21800,21648,17229,14721,15058,14668,12705,10074,7692,6121,5264,4676,3861,2614,2072
1999,VA,8823,36146,49059,48057,47322,46504,49925,53898,60491,57534,50981,45243,34230,26403,22580,19927,16033,10106,8263
1999,VT,604,2710,4135,4459,4467,3659,3569,3929,4950,5203,4874,4135,3088,2349,2066,1920,1542,1059,968
1999,WA,7569,31338,42485,42810,42254,37862,40092,43680,48905,48851,44388,37576,27341,20618,17425,15957,14073,9557,8122
1999,WI,6391,26699,37995,40114,40402,34807,33628,37129,43826,43336,38709,31814,24429,20210,18113,17235,14440,10366,9314
1999,WV,1912,8099,11045,11536,12758,12011,11404,11226,13030,14224,13896,12249,9581,8456,7519,7207,5720,3696,3068
1999,WY,553,2422,3383,3828,4160,3242,2886,2867,3710,4182,3909,3107,2350,1865,1597,1419,1120,728,622
2000,AK,863,3695,5232,5574,4915,3924,4150,4529,5447,5738,5278,4088,2673,1658,1205,932,639,331,221
2000,AL,5734,23250,31000,31818,32251,30593,29558,29809,33550,34286,31399,28524,22419,18839,16552,14665,11655,7653,6587
2000,AR,3438,14196,18292,19041,19613,18036,17227,17292,19653,19527,18000,16656,13773,11561,10269,9117,7489,5149,4524
2000,AZ,7818,30413,38848,38069,36953,36627,37225,36851,39196,37772,33403,29923,24030,20462,18878,17481,14431,9161,6848
2000,CA,48909,199430,271356,258364,245604,239863,253487,268781,280860,267784,234140,201768,147396,114941,98171,90170,77955,50451,42559
2000,CO,5991,23425,30557,31152,30655,30639,32837,33111,36365,37037,33523,28064,19448,14389,11965,10377,8494,5499,4736
2000,CT,4267,17945,24257,24221,21659,18802,19970,24966,28924,29036,25375,22995,17765,13179,11677,11343,10086,7334,6426
2000,DC,651,2569,3493,3007,3774,5223,5253,4877,4568,4171,3947,3621,2783,2193,1838,1726,1495,999,889
2000,DE,1022,4089,5537,5544,5569,5202,5074,5736,6430,6299,5495,4963,3946,3224,2983,2637,2120,1354,1048
2000,FL,18643,75311,102401,106066,101514,93384,98700,108659,125661,122733,109100,99360,82579,73948,72344,72162,61535,40768,32991
2000,GA,11752,46669,60688,60588,59289,59111,63237,65206,69192,65214,57212,50837,37386,28302,23219,19524,15472,10157,8483
2000,HI,1546,6206,8420,8299,8071,8424,8309,8673,9525,9511,9036,8107,6067,4636,4256,4217,3526,2242,1754
2000,IA,3556,14709,19785,20751,22351,20157,17254,18270,21374,22467,21099,17926,13774,11692,10504,10263,9022,6674,6423
2000,ID,1881,7619,9887,10347,10973,9308,8306,8288,9303,9687,9138,7758,5926,4665,3910,3489,2970,2088,1752
2000,IL,17255,69574,92023,90450,89345,85126,88233,91596,98909,98477,87427,75659,57777,46164,39346,37162,31523,21819,19097
2000,IN,8264,33365,43708,44108,45132,42525,40189,41802,47248,47980,43625,38032,29309,23407,20082,18934,15816,10513,9046
2000,KS,3596,14681,19109,20125,20714,18778,16848,17275,20314,20997,19073,16018,11969,9674,8749,8347,7319,5214,5039
2000,KY,5092,20810,27376,27631,28572,28086,27475,28291,31668,31748,29206,26193,20254,16602,14166,12672,10280,6651,5657
2000,LA,6232,24875,33108,34584,36349,32484,29069,30132,33860,34640,31432,27028,20737,16850,14550,13262,10513,6728,5726
2000,MA,7802,31736,42821,43240,41601,40646,43058,49176,53763,52262,46374,41486,31137,23689,21508,21026,18452,13099,11663
2000,MD,6941,28128,38778,39287,35571,31597,33956,40402,46222,45154,40063,35857,26937,20170,16728,15229,12815,8257,6652
2000,ME,1306,5633,8188,9176,8894,6938,7052,8479,10297,10833,10179,9083,6830,5439,4945,4568,3781,2569,2319
2000,MI,12948,53490,73706,74550,71804,64393,64551,70312,77982,80843,73504,63568,48570,37570,32538,31137,25878,17300,14161
2000,MN,6325,26051,35112,37324,37247,32147,31469,35059,40817,40971,36376,30192,22618,17697,15087,14089,12152,8961,8478
2000,MO,7067,29173,39245,40914,41033,36825,35560,37242,43784,44152,39413,34700,27746,22649,20194,18512,15527,10518,9712
2000,MS,3930,15905,21195,21629,23006,21137,18784,18576,20825,21048,19007,16884,13030,11164,9557,8537,6679,4495,4123
2000,MT,974,4235,5987,6769,6987,5716,4907,5080,6478,7403,7236,6092,4622,3704,3142,2900,2386,1770,1478
2000,NC,10797,42252,55500,54965,53594,58028,59412,60759,64952,62961,57000,51662,39928,32163,27955,24826,19942,12677,10341
2000,ND,685,3030,4132,4620,5247,4948,3721,3693,4553,4998,4657,3728,2818,2371,2229,2202,1844,1426,1425
2000,NE,2207,9069,12010,12666,13276,11855,10902,10888,12717,13190,12131,10220,7649,6265,5774,5490,4684,3375,3305
2000,NH,1378,6107,8776,9324,8650,6865,7019,8827,10880,11147,9838,8641,6278,4691,4081,3690,3042,2075,1813
2000,NJ,11043,45061,60027,59192,52508,48158,54059,64286,72437,70779,61323,55188,42477,33091,29125,27989,23943,16243,13577
2000,NM,2543,10184,13836,14609,14408,11983,11281,11665,13803,14017,12971,11417,8613,7043,6206,5351,4286,2675,2249
2000,NV,2911,11638,14884,14011,12776,13126,14823,15831,16604,15701,14133,13041,10587,8557,7150,6046,4490,2535,1687
2000,NY,24384,98682,134052,133377,128429,124765,129454,144878,155757,150784,134375,121996,93415,75566,65358,61553,51315,34739,31174
2000,OH,14657,59934,80728,82616,81464,73027,72458,77805,87497,91844,83478,73447,55288,45438,39852,38428,32354,21468,17559
2000,OK,4504,18422,23919,24904,26617,24455,22348,21864,25443,26147,23874,21187,17137,14097,12580,11113,9188,6068,5544
2000,OR,4322,17633,23156,24114,24348,23018,23067,23526,25317,26970,27110,23646,17251,13074,11106,10539,9412,6591,5694
2000,PA,14016,57991,81906,86265,84882,74794,72273,82188,94271,99395,90924,80013,62047,51065,47623,48517,42040,28968,23650
2000,RI,1210,5126,7134,7138,7522,7211,6413,7518,8469,8484,7562,6686,5006,3894,3563,3736,3385,2369,2081
2000,SC,5276,20754,28122,28961,29485,28166,27268,28136,31135,30932,28748,26342,20625,16518,14425,12323,10050,6290,4930
2000,SD,904,3901,5240,5777,6082,5149,4319,4449,5470,5731,5268,4287,3268,2775,2593,2496,2162,1568,1543
2000,TN,7319,29510,39008,39316,39276,38567,39708,40792,44785,44676,41175,37494,29278,23764,20180,17591,14323,9305,8002
2000,TX,32841,128008,163863,163238,163299,154016,157669,156370,167772,163166,141663,120004,89447,69713,60281,52567,41900,26392,23283
2000,UT,4424,16354,19162,19251,21665,22554,17691,14828,14947,14857,13176,10651,7996,6217,5304,4730,3938,2696,2146
2000,VA,8986,36285,48722,49325,47999,48091,48922,53470,60399,58676,52502,47377,35648,27038,22552,19923,16345,10421,8472
2000,VT,608,2691,4028,4490,4522,3742,3333,3974,4852,5196,4979,4360,3229,2401,2072,1926,1575,1079,988
2000,WA,7693,31355,42211,43465,42773,39105,39883,43574,48037,49064,45502,39395,28588,21049,17455,15957,14181,9792,8352
2000,WI,6587,27088,37450,40141,40512,35623,32850,36947,43041,43821,39722,33527,25212,20390,17972,17127,14553,10434,9493
2000,WV,1917,7936,10835,11440,12380,11888,11049,11335,12709,14064,14001,12838,9781,8469,7434,7121,5777,3726,3108
2000,WY,561,2389,3301,3750,4100,3277,2891,2892,3544,4147,4000,3294,2439,1911,1604,1423,1141,752,639
2001,AK,893,3623,5011,5597,5126,4156,4004,4495,5186,5698,5407,4393,2811,1785,1229,964,659,354,239
2001,AL,5932,23193,30429,32045,31877,31556,28366,29888,32775,34397,32040,29738,22848,19122,16691,14699,11667,7820,6542
2001,AR,3488,14194,18100,19161,19256,18785,16846,17366,19177,19693,18383,17338,13968,11815,10372,9031,7449,5198,4501
2001,AZ,8387,30836,38722,39161,37058,38744,37014,37653,38859,38730,34524,31734,25049,21209,19108,17629,14632,9564,7041
2001,CA,52080,196097,266730,266496,248073,249672,250796,271879,278310,272552,240761,211923,153687,118438,99023,90098,78213,52813,43436
2001,CO,6480,23978,30545,31746,31621,32080,32549,34370,35626,37618,34406,29987,20394,14993,12124,10482,8590,5768,4825
2001,CT,4216,17686,23955,24799,22542,18906,19144,24488,28424,29475,26196,23746,18396,13471,11500,11268,10014,7527,6579
2001,DC,740,2481,3375,3145,3752,5180,5211,5015,4578,4190,3917,3782,2845,2250,1805,1674,1472,1019,881
2001,DE,1059,4071,5436,5669,5641,5455,4873,5689,6349,6394,5674,5243,4060,3327,2972,2675,2128,1415,1075
2001,FL,20223,75869,101447,109005,103681,99061,96713,109654,124764,126406,113067,104859,85817,76274,72633,72306,61626,42098,33265
2001,GA,12813,47422,60422,62263,59729,61397,61671,66472,69073,66749,58806,53450,38760,29358,23777,19624,15588,10506,8493
2001,HI,1651,6054,8223,8456,8135,8809,8128,8670,9335,9480,9208,8468,6434,4795,4235,4190,3606,2337,1853
2001,IA,3577,14658,19421,20770,22372,20390,16668,18338,20523,22551,21383,18975,13954,11850,10479,10111,8980,6779,6481
2001,ID,1955,7735,9877,10465,11021,9674,8185,8475,9092,9795,9353,8243,6141,4877,4025,3511,2962,2169,1788
2001,IL,17898,68768,90745,91615,89286,86683,86051,91973,96548,99401,89069,79511,58893,46847,39202,36726,31445,22247,19317
2001,IN,8463,33389,43371,44662,44966,43662,38929,42075,45989,48408,44547,39923,29723,23951,20083,18760,15825,10776,9176
2001,KS,3626,14646,18908,20025,20944,19162,16324,17365,19508,21063,19526,16939,12252,9824,8694,8249,7259,5334,5033
2001,KY,5223,20802,27035,27872,28116,29150,26448,28438,30920,31988,29672,27462,20594,16986,14297,12615,10235,6738,5667
2001,LA,6306,24830,32237,34297,35751,33804,28197,29917,32864,34671,32063,28502,21145,17207,14575,13148,10566,6937,5662
2001,MA,7992,31378,41975,44025,42485,41580,41993,48556,52925,52933,47296,43340,32148,24160,21291,20666,18320,13367,11753
2001,MD,7202,28019,38041,40303,36341,32930,33029,40035,45563,46018,40988,37631,27768,20831,16872,15187,12845,8646,6837
2001,ME,1328,5581,7991,9188,9094,7091,6733,8397,10017,10965,10370,9651,7081,5557,4973,4554,3807,2638,2355
2001,MI,13117,53092,72010,75767,72087,66398,61496,70474,76057,80946,74835,66901,49600,38327,32436,30811,25979,17813,14459
2001,MN,6539,26099,34692,37426,37837,33042,30844,35175,39599,41776,37284,32142,23198,18283,15151,14024,12152,9113,8648
2001,MO,7222,29062,38621,41115,41153,38186,34447,37501,42294,44743,40376,36500,28198,23167,20249,18387,15589,10725,9717
2001,MS,4013,15861,20759,21652,22521,21756,18134,18648,20247,21128,19455,17706,13333,11289,9651,8556,6698,4525,4015
2001,MT,977,4180,5829,6680,7157,5854,4719,5127,6107,7339,7340,6474,4744,3823,3189,2922,2399,1796,1506
2001,NC,11481,43082,55037,56743,54953,58362,57463,62194,64341,64253,58622,54253,41425,32991,28502,24857,20047,13169,10509
2001,ND,650,2948,4012,4471,5403,5030,3546,3661,4286,4931,4770,3935,2888,2378,2220,2155,1859,1424,1434
2001,NE,2274,9058,11818,12622,13492,11998,10607,10953,12177,13225,12393,10861,7826,6354,5705,5442,4685,3423,3324
2001,NH,1445,6047,8634,9486,8920,7125,6771,8809,10618,11433,10131,9144,6508,4835,4104,3671,3037,2134,1847
2001,NJ,11047,44844,59496,60675,53533,48854,52608,63601,71570,71982,62909,57214,43744,33714,28839,27692,23791,16795,13791
2001,NM,2572,10130,13411,14581,14516,12533,11046,11528,13218,14100,13171,12070,8890,7262,6282,5425,4321,2816,2321
2001,NV,3085,11939,15165,14736,13069,14004,14900,16420,16872,16381,14768,13952,11164,9091,7463,6232,4701,2718,1797
2001,NY,24982,96582,131114,135582,129321,127737,126304,143566,153537,152699,136327,126769,95824,76696,65139,61005,51466,35881,31566
2001,OH,14950,59356,79364,83256,81023,75319,69662,77603,84890,92079,84972,77433,55951,46142,39600,37903,32363,22021,17796
2001,OK,4560,18433,23440,24835,26536,25440,21709,22151,24433,26292,24356,22135,17374,14354,12670,11066,9201,6214,5418
2001,OR,4411,17627,22881,24394,24414,23714,22739,24146,24661,26986,27303,25121,17933,13658,11219,10460,9366,6797,5825
2001,PA,14245,57199,80023,86987,85582,76665,69425,81274,91589,99822,92745,84104,62988,51725,46783,47488,41922,29669,23976
2001,RI,1221,5068,6973,7311,7580,7492,6240,7404,8346,8585,7790,6989,5203,3961,3491,3630,3367,2434,2107
2001,SC,5412,20993,27526,29568,29363,29104,26378,28231,30651,31280,29288,27590,21294,17074,14727,12302,10100,6525,5023
2001,SD,900,3890,5184,5677,6153,5221,4202,4433,5243,5731,5420,4581,3373,2791,2571,2488,2152,1592,1544
2001,TN,7579,29594,38574,40021,38939,40119,38252,41034,44113,44994,41995,39176,29945,24263,20598,17549,14366,9519,8043
2001,TX,35211,129703,163355,165968,165137,160107,156414,159969,165478,166547,146358,126852,92775,71895,61050,52850,42408,27405,23202
2001,UT,4515,16740,19219,19379,21432,23472,17680,15476,14621,15066,13615,11386,8276,6434,5400,4775,3981,2784,2188
2001,VA,9403,36490,47957,50247,49243,49451,47596,53819,59456,59530,53861,49562,36854,27989,22851,20024,16455,10881,8594
2001,VT,618,2633,3890,4497,4681,3801,3158,3940,4683,5224,5033,4613,3344,2494,2071,1920,1583,1108,996
2001,WA,7888,31384,41427,43865,43118,41369,39057,44244,46944,49448,46509,41562,29858,21918,17621,15896,14072,10174,8565
2001,WI,6645,27106,36780,40211,41167,36323,31801,36769,41796,44500,40644,35515,25910,20765,17882,17107,14504,10629,9598
2001,WV,1942,7844,10575,11381,12053,12154,10548,11342,12314,13872,13985,13554,9944,8578,7477,7023,5803,3764,3079
2001,WY,555,2375,3184,3665,4063,3424,2787,2899,3336,4085,4083,3520,2501,1971,1618,1431,1143,767,650
2002,AK,883,3666,4876,5640,5247,4432,4019,4437,4966,5593,5566,4522,3134,1940,1289,978,689,382,252
2002,AL,5669,23392,29929,32191,31745,31954,27769,29945,31793,34191,32800,29605,24594,19617,16804,14589,11766,7948,6479
2002,AR,3508,14237,17958,19230,19092,19239,16779,17395,18648,19640,18817,17182,14895,12250,10426,8958,7480,5256,4478
2002,AZ,8410,31916,38784,40192,37783,40082,37520,38416,38383,39638,35795,32260,27247,22284,19578,17796,14714,9971,7197
2002,CA,51138,197353,260364,273540,251189,256360,249992,271772,274066,275195,248064,213420,167269,122954,100459,89608,78017,55181,44345
2002,CO,6425,24706,30277,32084,32062,33010,32312,34994,34585,37650,35249,30383,22586,15732,12279,10550,8607,6030,4909
2002,CT,4151,17467,23750,25202,23224,19322,18962,24072,27735,29621,26992,23416,19943,14061,11449,11055,9952,7699,6801
2002,DC,710,2509,3216,3233,3775,5071,5170,5076,4492,4143,3933,3736,3010,2330,1791,1611,1451,1037,877
2002,DE,1044,4149,5321,5776,5734,5611,4872,5587,6242,6462,5901,5204,4419,3497,2978,2703,2160,1467,1120
2002,FL,20097,78244,100976,111491,106263,103655,96872,110841,123248,129147,117936,106125,93352,79347,73549,71853,61956,43351,33650
2002,GA,12561,49145,60259,63630,60331,62599,60614,67189,68453,67700,60862,53554,42386,30763,24211,19828,15703,10803,8613
2002,HI,1638,6153,8023,8558,8146,9126,8171,8664,9067,9468,9339,8698,6945,5011,4251,4130,3658,2443,1944
2002,IA,3500,14667,19109,20798,21977,20947,16399,18275,19717,22364,21638,19192,15061,12064,10496,9891,8921,6858,6506
2002,ID,1966,7912,9896,10593,10914,9949,8329,8573,8870,9800,9558,8423,6691,5109,4138,3548,2985,2232,1827
2002,IL,17369,69188,89093,92649,89096,87358,85086,91936,94039,99279,91091,79509,63067,48410,39293,35971,31282,22647,19493
2002,IN,8137,33736,42923,45065,44693,44415,38382,42019,44783,48244,45450,39932,32045,24795,20143,18437,15853,11082,9255
2002,KS,3600,14831,18660,19916,20832,19837,16144,17464,18623,20906,19999,17072,13323,10119,8649,8118,7193,5439,5033
2002,KY,5059,21061,26741,28177,27969,29544,25882,28501,30187,31890,30315,27384,22246,17646,14384,12485,10246,6955,5625
2002,LA,6216,25139,31529,34128,35338,34793,28099,29756,31873,34449,32833,28696,22784,17785,14614,13050,10651,7163,5643
2002,MA,7816,31268,41146,44322,43353,42094,41418,47441,51813,53049,48370,42838,34991,25057,21135,20215,18290,13628,11883
2002,MD,7161,28360,37293,41091,37329,33943,32953,39652,44733,46453,42191,37480,30153,21845,17068,15078,12858,8977,7031
2002,ME,1297,5595,7795,9179,9204,7327,6672,8277,9744,10961,10611,9677,7766,5779,4978,4563,3844,2703,2391
2002,MI,12686,53026,70293,76590,72357,67888,59608,69881,73975,80079,76438,67004,53315,39975,32440,30263,26070,18347,14750
2002,MN,6376,26327,34203,37443,37718,34274,30840,34796,38202,41930,38110,32656,25151,18950,15269,13912,12217,9274,8800
2002,MO,7162,29266,37973,41361,41067,39404,34227,37538,40764,44789,41476,36538,30230,24001,20253,18206,15559,11024,9714
2002,MS,3826,16046,20288,21746,22096,22092,17784,18767,19616,21043,19971,17667,14402,11574,9751,8436,6795,4611,3929
2002,MT,993,4186,5685,6628,7057,6174,4640,5148,5804,7236,7419,6609,5167,3978,3261,2923,2386,1812,1544
2002,NC,11233,44485,54632,58092,56222,58654,56192,62877,63505,64891,60287,54437,45164,34489,29003,24853,20266,13713,10701
2002,ND,660,2889,3910,4412,5280,5284,3456,3635,4059,4842,4818,4055,3105,2417,2228,2117,1836,1427,1445
2002,NE,2280,9192,11661,12618,13393,12332,10450,11048,11718,13184,12571,11034,8414,6510,5693,5395,4678,3496,3338
2002,NH,1441,6019,8501,9561,9099,7441,6601,8724,10344,11483,10459,9132,7211,5085,4120,3648,3065,2203,1883
2002,NJ,11113,44885,58850,61798,54502,49459,52322,62557,70228,72514,64897,56505,47114,34915,28734,27250,23777,17198,14042
2002,NM,2588,10312,13106,14568,14650,13134,11181,11588,12738,14132,13479,12226,9723,7540,6373,5524,4354,2948,2346
2002,NV,3178,12293,15404,15481,13499,14475,15160,16887,17013,16942,15533,14144,12352,9734,7812,6394,4857,2927,1891
2002,NY,24376,96181,127694,136978,130744,128796,126180,141026,150380,152859,139087,125748,102838,78638,65292,60203,51678,36840,31977
2002,OH,14304,59581,77775,83718,80762,76955,68613,76831,82223,91072,86771,77053,60558,47605,39587,37124,32411,22651,18081
2002,OK,4655,18687,23095,24975,26197,26350,21565,22453,23450,26240,24935,22016,18651,14834,12728,11018,9179,6342,5345
2002,OR,4338,17795,22708,24601,24497,24464,22873,24566,24211,26783,27571,25376,19800,14404,11474,10385,9368,7036,5951
2002,PA,13870,57312,78138,87281,86460,78440,68704,79991,89157,98926,94780,83824,68253,53119,46305,46310,41737,30364,24393
2002,RI,1207,5073,6842,7404,7731,7701,6239,7327,8150,8651,8003,6959,5707,4103,3475,3478,3335,2511,2170
2002,SC,5320,21449,27055,29936,29541,29570,26255,28412,29956,31351,29982,27521,23146,17860,14955,12371,10088,6784,5105
2002,SD,878,3880,5066,5622,6053,5407,4204,4407,4987,5708,5504,4731,3623,2872,2537,2451,2148,1618,1568
2002,TN,7362,30082,38156,40667,38914,40777,37553,41212,43189,44939,42907,39033,32383,25315,20799,17627,14344,9800,8003
2002,TX,35282,133783,162683,168954,166694,165805,156451,163206,162771,168198,151838,128349,101070,74978,61893,53157,42751,28574,23218
2002,UT,4578,17194,19387,19485,21085,24211,18085,16038,14404,15117,14052,11665,8997,6732,5511,4827,4025,2867,2244
2002,VA,9367,37196,47448,51044,50214,50352,46964,53705,58233,60005,55523,49342,40309,29301,23247,20047,16479,11352,8814
2002,VT,598,2624,3772,4473,4783,3906,3098,3899,4528,5181,5109,4640,3666,2608,2084,1912,1596,1134,1009
2002,WA,7696,31636,40746,44314,43265,42986,38919,44396,45731,49333,47593,41746,32983,23118,18002,15834,13955,10509,8757
2002,WI,6587,27304,36231,40172,41284,37464,31487,36420,40659,44633,41467,36094,28048,21460,17980,16863,14597,10827,9786
2002,WV,1957,7911,10345,11394,11887,12292,10421,11415,12027,13562,14054,13526,10777,8809,7538,6913,5818,3869,3073
